Arctic_continuous,Arctic_discontinuous,Arctic_isolated,Arctic_no_permafrost,Arctic_sporadic
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.647564,NA
NA,NA,NA,7.610647,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.995954,NA,NA,4.092455,NA
15.104861,NA,NA,13.54745,NA
22.326218,NA,NA,7.746948,NA
NA,NA,NA,7.629974,NA
28.236047,NA,NA,NA,NA
26.32245,NA,NA,NA,NA
14.076865,NA,NA,NA,NA
NA,NA,NA,7.725868,NA
NA,NA,NA,NA,NA
15.889509,NA,NA,NA,NA
27.783073,NA,NA,NA,NA
27.817685,NA,NA,NA,NA
17.443214,NA,NA,NA,NA
26.868162,NA,NA,NA,NA
27.442404,NA,NA,-16.111105,NA
NA,NA,NA,NA,NA
15.980419,NA,NA,NA,NA
14.903202,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.475851,NA
NA,NA,NA,7.449519,NA
26.196527,NA,NA,NA,NA
28.547212,NA,NA,NA,NA
23.009832,NA,NA,NA,NA
23.933343,NA,NA,NA,NA
17.032689,NA,NA,NA,NA
23.448434,NA,NA,NA,NA
15.306309,NA,NA,NA,NA
NA,NA,NA,7.384737,NA
21.494168,NA,NA,7.354871,NA
19.05969,NA,NA,NA,NA
24.211215,NA,NA,NA,NA
23.876654,NA,NA,NA,NA
23.706842,NA,NA,NA,NA
23.602747,NA,NA,NA,NA
26.853301,NA,NA,NA,NA
NA,NA,NA,7.245707,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.246746,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.988243,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.421162,NA,NA,7.122264,NA
2.742782,NA,NA,7.213826,NA
22.572264,NA,NA,NA,NA
25.873251,NA,NA,NA,NA
27.187415,NA,NA,NA,NA
8.170211,NA,NA,4.767462,NA
26.178077,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.195793,NA
6.235878,NA,NA,NA,NA
13.921197,NA,NA,NA,NA
13.94843,NA,NA,NA,NA
14.607945,NA,NA,NA,NA
3.552036,NA,NA,NA,NA
NA,NA,NA,10.424892,NA
NA,NA,NA,10.776986,NA
NA,NA,NA,10.767963,NA
NA,NA,NA,10.812183,NA
NA,NA,NA,7.167486,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.200724,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.101065,NA
NA,NA,NA,-20.073591,NA
NA,NA,NA,7.021991,NA
28.387133,NA,NA,7.013768,NA
27.037098,NA,NA,7.073192,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
17.322763,NA,NA,7.040745,NA
7.335698,NA,NA,7.001499,NA
25.210619,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.036804,NA
NA,NA,NA,-17.086467,NA
NA,NA,NA,7.014049,NA
NA,NA,NA,-17.408995,NA
NA,NA,NA,6.990385,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.951248,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.97928,NA
NA,NA,NA,6.953148,NA
NA,NA,NA,6.903051,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.870139,NA
NA,NA,NA,6.873189,NA
NA,NA,NA,NA,NA
20.766383,NA,NA,6.940258,NA
1.187786,NA,NA,6.932154,NA
25.243983,NA,NA,6.916826,NA
25.475531,NA,NA,-18.232728,NA
21.028682,NA,NA,6.893539,NA
23.799935,NA,NA,6.925073,NA
27.140648,NA,NA,7.050203,NA
27.465745,NA,NA,-18.630546,NA
NA,NA,NA,7.031505,NA
NA,NA,NA,6.98217,NA
13.619682,NA,NA,NA,NA
13.776214,NA,NA,7.06069,NA
NA,NA,NA,7.118161,NA
NA,NA,NA,-19.946499,NA
NA,NA,NA,7.152505,NA
NA,NA,NA,7.007517,NA
NA,NA,NA,-20.225562,NA
NA,NA,NA,7.023434,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
2.603041,NA,NA,7.03568,NA
NA,NA,NA,6.941117,NA
15.94829,NA,NA,7.075559,NA
22.975738,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.558708,NA,NA,NA,NA
25.296467,NA,NA,NA,NA
26.296126,NA,NA,NA,NA
27.253538,NA,NA,NA,NA
28.846662,NA,NA,NA,NA
13.85271,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.349903,NA,NA,NA,NA
25.329793,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
12.899045,NA,NA,NA,NA
22.507997,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.499693,NA,NA,NA,NA
-2.648555,NA,NA,7.910643,NA
NA,NA,NA,7.907405,NA
27.048309,NA,NA,NA,NA
27.258886,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
13.637659,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-20.130621,NA
NA,NA,NA,7.688638,NA
NA,NA,NA,7.490149,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-22.883178,NA
NA,NA,NA,5.835936,NA
NA,NA,NA,5.953905,NA
0.483467,NA,NA,6.08051,NA
28.164623,NA,NA,6.511817,NA
28.049541,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.474565,NA,NA,NA,NA
NA,NA,NA,7.674694,NA
NA,NA,NA,7.404486,NA
NA,NA,NA,8.074575,NA
NA,NA,NA,NA,NA
NA,NA,NA,-20.502582,NA
NA,NA,NA,-19.202765,NA
NA,NA,NA,8.554992,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.989506,NA,NA,NA,NA
17.105803,NA,NA,NA,NA
27.13154,NA,NA,NA,NA
10.204696,NA,NA,NA,NA
12.218028,NA,NA,NA,NA
26.170472,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.358892,NA,NA,9.98758,NA
NA,NA,NA,9.663454,NA
13.503568,NA,NA,NA,NA
15.546899,NA,NA,9.996141,NA
NA,NA,NA,NA,NA
28.094642,NA,NA,8.87882,NA
27.813685,NA,NA,9.104431,NA
NA,NA,NA,9.160372,NA
NA,NA,NA,9.528566,NA
NA,NA,NA,10.234259,NA
NA,NA,NA,10.222326,NA
NA,NA,NA,10.46119,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.722856,NA,NA,NA,NA
0.170533,NA,NA,11.744603,NA
21.928522,NA,NA,11.638361,NA
NA,NA,NA,11.18441,NA
26.095371,NA,NA,NA,NA
26.389045,NA,NA,NA,NA
13.963148,NA,NA,15.659275,NA
13.559256,NA,NA,15.129355,NA
13.321398,NA,NA,-8.563744,NA
12.875082,NA,NA,14.25578,NA
25.697533,NA,NA,14.587794,NA
NA,NA,NA,15.031689,NA
NA,NA,NA,16.440924,NA
28.997032,NA,NA,16.294985,NA
NA,NA,NA,NA,NA
NA,NA,NA,16.069227,NA
NA,NA,NA,16.027317,NA
NA,NA,NA,15.773946,NA
NA,NA,NA,15.856133,NA
NA,NA,NA,-12.398064,NA
NA,NA,NA,16.417643,NA
NA,NA,NA,16.189163,NA
NA,NA,NA,-15.145769,NA
NA,NA,NA,16.729762,NA
NA,NA,NA,17.293297,NA
1.664456,NA,NA,17.35238,NA
NA,NA,NA,16.853491,NA
NA,NA,NA,-17.360829,NA
NA,NA,NA,15.809723,NA
NA,NA,NA,16.106047,NA
NA,NA,NA,15.117857,NA
NA,NA,NA,16.022843,NA
NA,NA,NA,16.134633,NA
NA,NA,NA,-16.693761,NA
NA,NA,NA,17.877053,NA
NA,NA,NA,18.232458,NA
NA,NA,NA,-19.438471,NA
NA,NA,NA,17.087402,NA
NA,NA,NA,16.995651,NA
25.525572,NA,NA,17.331719,NA
22.080867,NA,NA,17.682696,NA
26.158551,NA,NA,-24.161379,NA
24.799989,NA,NA,16.825077,NA
25.817161,NA,NA,17.146365,NA
28.29375,NA,NA,17.340865,NA
28.52903,NA,NA,17.275048,NA
28.195464,NA,NA,16.313228,NA
28.072257,NA,NA,16.529537,NA
NA,NA,NA,16.646339,NA
9.512674,NA,NA,16.823974,NA
26.756658,NA,NA,16.617017,NA
16.014925,NA,NA,16.591531,NA
28.97888,NA,NA,16.33399,NA
28.503667,NA,NA,-26.919469,NA
NA,NA,NA,-26.733005,NA
NA,NA,NA,16.344146,NA
NA,NA,NA,17.884715,NA
NA,NA,NA,18.62036,NA
NA,NA,NA,-23.555705,NA
NA,NA,NA,17.694783,NA
NA,NA,NA,16.768067,NA
NA,NA,NA,17.510046,NA
NA,NA,NA,19.007219,NA
NA,NA,NA,19.164205,NA
5.122275,NA,NA,18.794988,NA
15.032901,NA,NA,18.461848,NA
14.721146,NA,NA,18.748451,NA
NA,NA,NA,-26.565538,NA
NA,NA,NA,18.531425,NA
NA,NA,NA,19.96828,NA
NA,NA,NA,19.325772,NA
NA,NA,NA,20.693946,NA
NA,NA,NA,-23.921915,NA
NA,NA,NA,-9.042454,NA
NA,NA,NA,NA,NA
NA,NA,NA,22.930882,NA
NA,NA,NA,NA,NA
NA,NA,NA,22.807366,NA
NA,NA,NA,22.594082,NA
NA,NA,NA,-27.159896,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.790547,NA,NA,NA,NA
24.745654,NA,NA,NA,NA
28.536402,NA,NA,NA,NA
12.065096,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,24.613925,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,-23.883581,NA
NA,NA,NA,22.821992,NA
NA,NA,NA,22.081279,NA
4.294979,NA,NA,NA,NA
15.177999,NA,NA,NA,NA
14.885591,NA,NA,NA,NA
-0.549075,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.921637,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.890369,NA,NA,NA,NA
28.225563,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,22.258724,NA
NA,NA,NA,22.04357,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.963154,NA,NA,NA,NA
NA,NA,NA,-27.563295,NA
25.822514,NA,NA,NA,NA
25.811164,NA,NA,NA,NA
NA,NA,NA,NA,NA
5.512228,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.743776,NA,NA,NA,NA
15.341551,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.891884,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.18572,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.266674,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
4.448646,NA,NA,NA,NA
15.170804,NA,NA,NA,NA
NA,NA,NA,20.638936,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,21.392713,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.992368,NA,NA,NA,NA
26.384554,NA,NA,NA,NA
2.341443,NA,NA,NA,NA
25.585595,NA,NA,NA,NA
14.820108,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.673467,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
10.308217,NA,NA,NA,NA
21.607851,NA,NA,NA,NA
27.417817,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.7779,NA,NA,NA,NA
2.469208,NA,NA,NA,NA
15.739399,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.340551,NA,NA,NA,NA
23.413167,NA,NA,NA,NA
27.219724,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.521768,NA,NA,NA,NA
15.464555,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.984073,NA,NA,NA,NA
25.393949,NA,NA,NA,NA
NA,NA,NA,NA,NA
17.127233,NA,NA,NA,NA
27.728386,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
16.323736,NA,NA,NA,NA
15.31286,NA,NA,NA,NA
15.425882,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.002428,NA,NA,NA,NA
23.695875,NA,NA,NA,NA
25.37668,NA,NA,NA,NA
26.54421,NA,NA,NA,NA
27.665704,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.783172,NA,NA,NA,NA
25.566512,NA,NA,NA,NA
1.877012,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.826041,NA,NA,NA,NA
25.416119,NA,NA,NA,NA
24.85621,NA,NA,NA,NA
27.004001,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
6.750722,NA,NA,NA,NA
1.602462,NA,NA,NA,NA
14.355371,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.984758,NA,NA,NA,NA
27.566098,NA,NA,NA,NA
26.838375,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.690663,NA,NA,NA,NA
15.159437,NA,NA,NA,NA
15.559999,NA,NA,NA,NA
15.817973,NA,NA,NA,NA
15.976257,NA,NA,NA,NA
16.313793,NA,NA,NA,NA
15.378075,NA,NA,NA,NA
15.346239,NA,NA,NA,NA
15.563746,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.743418,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.43809,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-5.545512,NA,NA,NA,NA
26.355026,NA,NA,NA,NA
25.950705,NA,NA,NA,NA
25.976399,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
31.183674,NA,NA,NA,NA
31.095818,NA,NA,NA,NA
28.494282,NA,NA,NA,NA
27.269098,NA,NA,NA,NA
29.579303,NA,NA,NA,NA
30.282544,NA,NA,NA,NA
29.773063,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
6.126029,NA,NA,NA,NA
15.938559,NA,NA,NA,NA
15.053544,NA,NA,NA,NA
12.261955,NA,NA,NA,NA
5.18505,NA,NA,NA,NA
10.168266,NA,NA,NA,NA
13.651512,NA,NA,NA,NA
14.017525,NA,NA,NA,NA
13.951436,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.041416,NA,NA,NA,NA
24.057792,NA,NA,NA,NA
15.592401,NA,NA,NA,NA
25.882056,NA,NA,NA,NA
27.06829,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
31.396354,NA,NA,NA,NA
31.259436,NA,NA,NA,NA
31.353093,NA,NA,NA,NA
14.81281,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.398926,NA,NA,NA,NA
14.173954,NA,NA,NA,NA
3.496961,NA,NA,NA,NA
14.659018,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.872425,NA,NA,NA,NA
15.781746,NA,NA,NA,NA
16.045809,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.508413,NA,NA,NA,NA
14.626269,NA,NA,NA,NA
14.646806,NA,NA,NA,NA
14.625087,NA,NA,NA,NA
14.509807,NA,NA,NA,NA
14.814888,NA,NA,NA,NA
7.190286,NA,NA,NA,NA
11.964947,NA,NA,NA,NA
9.636208,NA,NA,NA,NA
17.096007,NA,NA,NA,NA
16.404316,NA,NA,NA,NA
15.046227,NA,NA,NA,NA
15.008393,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
2.966371,NA,NA,NA,NA
14.024188,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-2.278601,NA,NA,NA,NA
16.252522,NA,NA,NA,NA
26.363808,NA,NA,NA,NA
25.224546,NA,NA,NA,NA
23.758518,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
31.174724,NA,NA,NA,NA
31.97887,NA,NA,NA,NA
31.572556,NA,NA,NA,NA
31.389158,NA,NA,NA,NA
15.358019,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.143106,NA,NA,NA,NA
15.847486,NA,NA,NA,NA
14.829385,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.09994,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5.626238,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
10.630948,NA,NA,NA,NA
11.336654,NA,NA,NA,NA
15.87327,NA,NA,NA,NA
16.064182,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.51105,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.750974,NA,NA,NA,NA
22.6841,NA,NA,NA,NA
26.465654,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
31.364735,NA,NA,NA,NA
21.772543,NA,NA,NA,NA
3.929128,NA,NA,NA,NA
3.593107,NA,NA,NA,NA
0.953399,NA,NA,NA,NA
-1.195244,NA,NA,NA,NA
4.153256,NA,NA,NA,NA
17.954365,NA,NA,NA,NA
14.795217,NA,NA,NA,NA
15.043617,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.679555,NA,NA,NA,NA
NA,NA,NA,NA,NA
27.180019,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
31.614913,NA,NA,NA,NA
31.868604,NA,NA,NA,NA
21.158452,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.586245,NA,NA,NA,NA
15.543028,NA,NA,NA,NA
3.060013,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.475652,NA,NA,NA,NA
1.112387,NA,NA,NA,NA
26.491391,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
31.175178,NA,NA,NA,NA
17.599905,NA,NA,NA,NA
NA,NA,NA,NA,NA
16.429198,NA,NA,NA,NA
14.191259,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.108873,NA,NA,NA,NA
25.862451,NA,NA,NA,NA
24.849836,NA,NA,NA,NA
23.937268,NA,NA,NA,NA
27.654535,NA,NA,NA,NA
27.022551,NA,NA,NA,NA
25.490137,NA,NA,NA,NA
25.932212,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
31.154966,NA,NA,NA,NA
5.947561,NA,NA,NA,NA
16.086796,NA,NA,NA,NA
14.930336,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.472431,NA,NA,NA,NA
-7.174125,NA,NA,NA,NA
26.097689,NA,NA,NA,NA
26.333341,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.900749,NA,NA,NA,NA
30.575109,NA,NA,NA,NA
5.013432,NA,NA,NA,NA
15.1242,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
2.925372,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.484049,NA,NA,NA,NA
21.418713,NA,NA,NA,NA
27.290012,NA,NA,NA,NA
25.866391,NA,NA,NA,NA
